<Date>,<Close>,<Open>,<High>,<Low>,<Volume>
2003-05-19,154.18,154.18,154.18,154.18,99900
2003-05-20,154.18,153.90,154.18,153.90,101970
2003-05-21,153.36,154.40,154.40,153.36,22000
2003-05-22,153.18,152.92,153.18,152.92,108830
2003-05-23,152.92,153.32,153.32,152.92,22400
2003-05-26,152.78,153.33,153.33,152.78,131600
2003-05-27,152.56,152.81,152.81,152.56,118570
2003-05-28,152.74,153.04,153.04,152.74,105010
2003-05-29,152.32,152.74,152.74,152.32,106380
2003-05-30,152.24,152.48,152.48,152.24,110860
2003-06-02,151.66,151.45,151.66,151.45,54900
2003-06-03,151.60,151.69,151.69,151.60,107630
2003-06-04,151.61,151.63,151.63,151.61,36640
2003-06-05,151.69,150.79,151.69,150.79,70850
2003-06-06,151.82,151.47,151.82,151.47,66130
2003-06-09,152.35,152.49,152.49,152.35,75020
2003-06-10,152.23,152.20,152.23,152.20,131630
2003-06-11,152.25,152.21,152.25,152.21,92760
2003-06-12,152.40,152.43,152.43,152.40,71800
2003-06-13,152.20,152.59,152.59,152.20,60120
2003-06-16,151.97,151.99,151.99,151.97,119470
2003-06-17,151.67,151.87,151.87,151.67,92000
2003-06-18,151.73,151.62,151.73,151.62,121220
2003-06-19,152.02,151.97,152.02,151.97,82120
2003-06-20,152.43,152.43,152.43,152.43,99420
2003-06-23,151.59,152.24,152.24,151.59,86020
2003-06-24,152.01,151.80,152.01,151.80,41430
2003-06-25,152.64,152.21,152.64,152.21,32410
2003-06-26,151.88,152.40,152.40,151.88,62580
2003-06-27,152.00,152.17,152.17,152.00,76870
2003-06-30,152.27,151.71,152.27,151.71,670500
2003-07-01,152.62,152.29,152.62,152.29,95120
2003-07-02,151.68,154.14,154.14,151.68,252100
2003-07-03,151.84,151.56,151.84,151.56,57450
2003-07-04,152.18,152.15,152.18,152.15,39760
2003-07-07,152.18,152.08,152.18,152.08,61880
2003-07-08,152.26,151.84,152.26,151.84,54730
2003-07-09,151.10,152.22,152.22,151.10,55090
2003-07-10,151.20,151.33,151.33,151.20,59590
2003-07-11,151.22,151.66,151.66,151.22,43070
2003-07-14,150.81,151.48,151.48,150.81,25760
2003-07-15,150.59,150.60,150.60,150.59,94030
2003-07-16,150.68,150.76,150.76,150.68,47250
2003-07-17,150.27,150.65,150.65,150.27,49320
2003-07-18,150.34,150.75,150.75,150.34,48290
2003-07-21,149.93,150.12,150.12,149.93,43310
2003-07-22,149.20,149.74,149.74,149.20,45890
2003-07-23,149.63,149.28,149.63,149.28,35860
2003-07-24,149.87,150.07,150.07,149.87,23310
2003-07-25,149.29,149.92,149.92,149.29,23690
2003-07-28,148.80,148.78,148.80,148.78,53200
2003-07-29,148.02,148.69,148.69,148.02,543190
2003-07-30,147.27,147.91,147.91,147.27,75500
2003-07-31,146.32,147.13,147.13,146.32,727710
2003-08-01,144.89,144.99,144.99,144.89,49940
2003-08-04,143.89,144.55,144.55,143.89,121770
2003-08-05,143.43,143.20,143.43,143.20,564250
2003-08-06,142.66,143.17,143.17,142.66,48320
2003-08-07,142.12,142.16,142.16,142.12,126200
2003-08-08,140.96,141.55,141.55,140.96,80820
2003-08-11,141.66,141.26,141.66,141.26,44880
2003-08-12,141.90,141.80,141.90,141.80,70060
2003-08-13,141.89,140.99,141.89,140.99,87590
2003-08-14,142.73,141.93,142.73,141.93,46180
2003-08-15,142.90,143.49,143.49,142.90,84500
2003-08-18,143.00,143.25,143.25,143.00,127330
2003-08-19,142.87,142.90,142.90,142.87,38760
2003-08-20,142.25,142.63,142.63,142.25,63460
2003-08-21,142.46,142.16,142.46,142.16,56710
2003-08-22,142.10,142.56,142.56,142.10,75950
2003-08-25,142.26,142.01,142.26,142.01,941220
2003-08-26,142.24,142.43,142.43,142.24,233540
2003-08-27,142.68,142.82,142.82,142.68,116760
2003-08-28,142.10,142.32,142.32,142.10,65660
2003-08-29,142.71,142.11,142.71,142.11,242290
2003-09-03,142.11,142.51,142.51,142.11,134870
2003-09-04,142.05,142.25,142.25,142.05,60620
2003-09-05,141.80,141.96,141.96,141.80,75760
2003-09-08,141.51,141.80,141.80,141.51,65130
2003-09-09,141.73,141.44,141.73,141.44,74330
2003-09-10,141.50,141.61,141.61,141.50,112520
2003-09-11,141.40,141.40,141.40,141.40,47030
2003-09-12,140.91,140.53,140.91,140.53,50560
2003-09-15,140.18,140.62,140.62,140.18,303150
2003-09-16,140.06,140.00,140.06,140.00,197970
2003-09-17,140.33,139.95,140.33,139.95,235130
2003-09-18,140.26,140.27,140.27,140.26,24220
2003-09-19,139.89,140.14,140.14,139.89,147650
2003-09-22,139.97,139.85,139.97,139.85,387890
2003-09-23,140.00,139.86,140.00,139.86,48270
2003-09-24,139.88,140.19,140.19,139.88,70740
2003-09-25,141.54,141.80,141.80,141.54,76010
2003-09-26,139.93,141.25,141.25,139.93,76260
2003-09-29,139.27,140.07,140.07,139.27,34820
2003-09-30,139.32,139.22,139.32,139.22,581870
2003-10-01,139.19,139.31,139.31,139.19,50880
2003-10-02,138.92,139.06,139.06,138.92,51480
2003-10-03,138.63,138.94,138.94,138.63,746200
2003-10-06,138.50,137.61,138.50,137.61,609054
2003-10-07,138.22,137.52,138.22,137.52,49490
2003-10-08,137.25,136.71,137.25,136.71,27310
2003-10-09,136.95,137.32,137.32,136.95,50650
2003-10-10,136.57,136.72,136.72,136.57,1085110
2003-10-13,136.12,136.52,136.52,136.12,747460
2003-10-14,135.61,135.94,135.94,135.61,429756
2003-10-15,135.49,135.73,135.73,135.49,85490
2003-10-16,134.82,135.41,135.41,134.82,389360
2003-10-17,134.46,134.14,134.46,134.14,54000
2003-10-20,134.09,134.20,134.20,134.09,756269
2003-10-21,133.69,134.06,134.06,133.69,58910
2003-10-22,132.72,133.15,133.15,132.72,155830
2003-10-23,131.17,132.45,132.45,131.17,272370
2003-10-24,130.90,130.91,130.91,130.90,101550
2003-10-27,131.44,131.14,131.44,131.14,304980
2003-10-28,132.44,131.44,132.44,131.44,566870
2003-10-29,133.22,133.27,133.27,133.22,32230
2003-10-30,134.10,133.97,134.10,133.97,80740
2003-10-31,136.21,135.00,136.21,135.00,80320
2003-11-03,135.78,136.64,136.64,135.78,111610
2003-11-04,135.70,135.97,135.97,135.70,167880
2003-11-05,135.97,135.50,135.97,135.50,37910
2003-11-06,136.73,136.12,136.73,136.12,9210
2003-11-07,137.33,136.63,137.33,136.63,88300
2003-11-10,138.19,137.50,138.19,137.50,111150
2003-11-11,140.19,138.71,140.19,138.71,85070
2003-11-12,143.79,141.36,143.79,141.36,651690
2003-11-13,149.59,147.88,149.59,147.88,236730
2003-11-14,155.73,156.03,156.03,155.73,232490
2003-11-17,154.67,158.17,158.17,154.67,506350
2003-11-18,150.09,148.76,150.09,148.76,280930
2003-11-19,152.06,148.54,152.06,148.54,196440
2003-11-20,155.31,153.35,155.31,153.35,248530
2003-11-21,159.98,158.02,159.98,158.02,348630
2003-11-24,163.31,163.09,163.31,163.09,270040
2003-11-25,165.40,166.04,166.04,165.40,363670
2003-11-26,161.61,163.55,163.55,161.61,359260
2003-11-27,162.92,161.68,162.92,161.68,205870
2003-11-28,163.87,164.50,164.50,163.87,241620
2003-12-01,164.86,164.75,164.86,164.75,252600
2003-12-02,164.49,164.66,164.66,164.49,267380
2003-12-03,164.06,164.21,164.21,164.06,233040
2003-12-04,163.60,164.11,164.11,163.60,221090
2003-12-05,162.47,163.69,163.69,162.47,742840
2003-12-08,161.01,161.63,161.63,161.01,28480
2003-12-09,161.85,161.14,161.85,161.14,1754370
2003-12-10,161.74,162.14,162.14,161.74,142740
2003-12-11,161.84,161.75,161.84,161.75,131730
2003-12-12,162.14,161.71,162.14,161.71,352210
2003-12-15,163.61,162.74,163.61,162.74,224950
2003-12-16,166.14,165.67,166.14,165.67,314500
2003-12-17,168.74,169.72,169.72,168.74,506620
2003-12-18,168.69,170.36,170.36,168.69,229780
2003-12-19,167.93,167.69,167.93,167.69,2724490
2003-12-22,167.11,168.50,168.50,167.11,1559620
2003-12-23,166.47,166.55,166.55,166.47,427710
2003-12-24,166.42,166.78,166.78,166.42,411850
2003-12-25,166.48,166.57,166.57,166.48,131170
2003-12-26,166.03,166.50,166.50,166.03,93130
2003-12-29,165.57,165.98,165.98,165.57,95840
2003-12-30,166.06,165.82,166.06,165.82,335590
2003-12-31,166.94,166.32,166.94,166.32,380590
2004-01-05,169.16,167.69,169.16,167.69,241390
2004-01-06,170.26,170.78,170.78,170.26,281830
2004-01-07,171.17,170.84,171.17,170.84,168540
2004-01-08,171.60,171.79,171.79,171.60,228650
2004-01-09,173.27,171.44,173.27,171.44,463060
2004-01-12,174.13,173.46,174.13,173.46,156020
2004-01-13,175.17,174.65,175.17,174.65,277180
2004-01-14,176.35,178.72,178.72,176.35,231540
2004-01-15,177.59,176.16,177.59,176.16,322530
2004-01-16,183.18,180.23,183.18,180.23,328810
2004-01-27,191.87,190.88,191.87,190.88,1013450
2004-01-28,200.80,200.73,200.80,200.73,184043
2004-01-29,210.46,210.46,210.46,210.46,338460
2004-01-30,214.32,217.70,217.70,214.32,1351770
2004-02-02,207.14,213.26,213.26,207.14,725800
2004-02-03,199.56,200.69,200.69,199.56,859850
2004-02-04,208.26,200.03,208.26,200.03,421610
2004-02-05,215.33,217.85,217.85,215.33,1231935
2004-02-06,213.42,215.35,215.35,213.42,512870
2004-02-09,212.55,212.70,212.70,212.55,1310990
2004-02-10,213.00,212.49,213.00,212.49,572220
2004-02-11,212.81,212.77,212.81,212.77,504337
2004-02-12,213.76,212.99,213.76,212.99,588620
2004-02-13,217.10,215.85,217.10,215.85,1502420
2004-02-16,218.22,219.54,219.54,218.22,523450
2004-02-17,219.06,214.20,219.06,214.20,1219170
2004-02-18,221.99,220.31,221.99,220.31,496550
2004-02-19,227.67,225.56,227.67,225.56,1136050
2004-02-20,235.30,233.83,235.30,233.83,794210
2004-02-23,246.35,244.35,246.35,244.35,3116130
2004-02-24,255.00,256.37,256.37,255.00,764550
2004-02-25,255.11,262.04,262.04,255.11,1247500
2004-02-26,250.64,252.53,252.53,250.64,934620
2004-02-27,260.60,250.17,260.60,250.17,1388585
2004-03-01,271.45,271.44,271.45,271.44,1272730
2004-03-02,273.43,275.84,275.84,273.43,1035530
2004-03-03,269.86,269.78,269.86,269.78,1046970
2004-03-04,265.03,268.24,268.24,265.03,990350
2004-03-05,267.53,264.18,267.53,264.18,960380
2004-03-08,264.81,266.21,266.21,264.81,572104
2004-03-09,256.32,259.29,259.29,256.32,777180
2004-03-10,255.47,247.79,255.47,247.79,1517310
2004-03-11,261.22,258.62,261.22,258.62,1352830
2004-03-12,262.88,263.13,263.13,262.88,579710
2004-03-15,264.51,262.42,264.51,262.42,540340
2004-03-16,263.10,263.58,263.58,263.10,1435310
2004-03-17,260.71,264.02,264.02,260.71,543880
2004-03-18,261.54,258.79,261.54,258.79,2082070
2004-03-19,261.91,261.79,261.91,261.79,463230
2004-03-22,261.47,263.31,263.31,261.47,666310
2004-03-23,257.41,259.22,259.22,257.41,1202740
2004-03-24,257.33,255.80,257.33,255.80,1084740
2004-03-25,264.91,259.23,264.91,259.23,925747
2004-03-26,272.30,269.61,272.30,269.61,1181520
2004-03-29,275.66,278.25,278.25,275.66,1324260
2004-03-30,273.28,274.42,274.42,273.28,750370
2004-03-31,277.44,272.92,277.44,272.92,800020
2004-04-01,279.71,280.53,280.53,279.71,906260
2004-04-02,272.89,274.66,274.66,272.89,292070
2004-04-05,270.69,270.63,270.69,270.63,509770
2004-04-06,271.30,271.43,271.43,271.30,1127760
2004-04-07,269.47,272.03,272.03,269.47,555650
2004-04-08,262.47,267.26,267.26,262.47,1159180
2004-04-09,259.65,263.40,263.40,259.65,402060
2004-04-12,254.41,258.52,258.52,254.41,519580
2004-04-13,250.52,251.84,251.84,250.52,524840
2004-04-14,251.24,250.45,251.24,250.45,397800
2004-04-15,256.05,253.47,256.05,253.47,346690
2004-04-16,259.43,259.67,259.67,259.43,1307400
2004-04-19,255.38,258.62,258.62,255.38,235980
2004-04-20,254.82,252.78,254.82,252.78,1265280
2004-04-21,256.40,257.85,257.85,256.40,287640
2004-04-22,258.39,258.89,258.89,258.39,290182
2004-04-23,259.76,258.85,259.76,258.85,1487100
2004-04-26,260.53,259.75,260.53,259.75,2331060
2004-04-27,261.13,261.39,261.39,261.13,227790
2004-04-28,262.21,261.80,262.21,261.80,175020
2004-04-29,264.43,263.70,264.43,263.70,3608780
2004-05-04,265.60,265.03,265.60,265.03,600430
2004-05-05,264.13,265.52,265.52,264.13,121990
2004-05-06,261.68,263.13,263.13,261.68,174530
2004-05-07,261.32,261.03,261.32,261.03,1160420
2004-05-10,258.21,260.28,260.28,258.21,175080
2004-05-11,256.91,256.16,256.91,256.16,536260
2004-05-12,262.65,257.69,262.65,257.69,615210
2004-05-13,263.63,264.94,264.94,263.63,173820
2004-05-14,261.49,262.82,262.82,261.49,1180490
2004-05-17,260.23,260.87,260.87,260.23,477870
2004-05-18,260.79,262.21,262.21,260.79,86150
2004-05-19,261.30,260.79,261.30,260.79,122750
2004-05-20,261.58,261.58,261.58,261.58,1335565
2004-05-21,261.13,261.54,261.54,261.13,648220
2004-05-24,261.97,262.33,262.33,261.97,2490653
2004-05-25,258.31,261.32,261.32,258.31,1824960
2004-05-26,253.98,254.94,254.94,253.98,178800
2004-05-27,251.16,252.93,252.93,251.16,3548020
2004-05-28,251.46,251.39,251.46,251.39,1235020
2004-05-31,251.99,252.23,252.23,251.99,1836020
2004-06-01,252.51,252.64,252.64,252.51,156630
2004-06-02,252.12,252.03,252.12,252.03,703120
2004-06-03,250.99,252.69,252.69,250.99,636647
2004-06-04,248.99,250.73,250.73,248.99,2645259
2004-06-07,247.37,248.95,248.95,247.37,643700
2004-06-08,245.04,244.76,245.04,244.76,1449085
2004-06-09,246.64,245.51,246.64,245.51,832140
2004-06-10,247.41,246.97,247.41,246.97,90580
2004-06-11,248.44,248.27,248.44,248.27,141860
2004-06-14,254.26,251.90,254.26,251.90,370510
2004-06-15,253.54,256.11,256.11,253.54,1251420
2004-06-16,251.99,252.37,252.37,251.99,327550
2004-06-17,249.28,251.47,251.47,249.28,1055130
2004-06-18,249.29,249.56,249.56,249.29,1159920
2004-06-21,249.95,249.32,249.95,249.32,111990
2004-06-22,249.26,248.90,249.26,248.90,1039870
2004-06-23,249.40,248.90,249.40,248.90,730840
2004-06-24,250.00,249.63,250.00,249.63,186942
2004-06-25,249.82,249.69,249.82,249.69,454600
2004-06-28,249.38,249.37,249.38,249.37,878190
2004-06-29,248.04,248.62,248.62,248.04,147790
2004-06-30,249.70,248.45,249.70,248.45,596260
2004-07-01,248.55,249.42,249.42,248.55,180260
2004-07-02,248.13,248.67,248.67,248.13,374330
2004-07-05,247.61,247.93,247.93,247.61,875100
2004-07-06,247.27,247.49,247.49,247.27,631710
2004-07-07,247.00,247.37,247.37,247.00,577650
2004-07-08,246.47,246.55,246.55,246.47,430420
2004-07-09,246.32,246.84,246.84,246.32,134990
2004-07-12,245.51,245.80,245.80,245.51,231366
2004-07-13,244.63,246.11,246.11,244.63,1168740
2004-07-14,243.48,244.61,244.61,243.48,807770
2004-07-15,242.24,242.32,242.32,242.24,1287450
2004-07-16,245.57,242.72,245.57,242.72,180360
2004-07-19,243.08,244.17,244.17,243.08,209710
2004-07-20,244.24,242.26,244.24,242.26,644610
2004-07-21,244.02,243.72,244.02,243.72,131920
2004-07-22,244.13,244.18,244.18,244.13,99460
2004-07-23,243.55,244.04,244.04,243.55,1121620
2004-07-26,241.84,242.87,242.87,241.84,1352224
2004-07-27,240.94,241.78,241.78,240.94,203442
2004-07-28,240.31,240.17,240.31,240.17,666060
2004-07-29,235.30,238.32,238.32,235.30,254830
2004-07-30,238.44,235.36,238.44,235.36,291120
2004-08-02,237.16,238.41,238.41,237.16,131040
2004-08-03,234.05,236.05,236.05,234.05,1202270
2004-08-04,231.51,232.39,232.39,231.51,416990
2004-08-05,228.64,228.84,228.84,228.64,224350
2004-08-06,224.14,226.55,226.55,224.14,373490
2004-08-09,213.74,215.59,215.59,213.74,496450
2004-08-10,222.46,209.41,222.46,209.41,355010
2004-08-11,227.22,228.17,228.17,227.22,636694
2004-08-12,224.48,227.08,227.08,224.48,926840
2004-08-13,223.20,222.70,223.20,222.70,1988050
2004-08-16,221.00,221.13,221.13,221.00,404801
2004-08-17,222.19,220.23,222.19,220.23,124850
2004-08-18,223.61,222.62,223.61,222.62,1459510
2004-08-19,226.93,224.35,226.93,224.35,167850
2004-08-20,229.16,228.20,229.16,228.20,948730
2004-08-23,237.30,232.86,237.30,232.86,884620
2004-08-24,231.85,238.46,238.46,231.85,3288143
2004-08-25,231.74,232.02,232.02,231.74,371420
2004-08-26,232.71,231.17,232.71,231.17,2257270
2004-08-27,233.91,233.67,233.91,233.67,1742190
2004-08-30,232.48,233.46,233.46,232.48,2574120
2004-08-31,232.38,232.28,232.38,232.28,444610
2004-09-01,231.51,231.89,231.89,231.51,623630
2004-09-06,231.01,231.32,231.32,231.01,3658222
2004-09-07,230.82,231.03,231.03,230.82,513120
2004-09-08,229.98,229.89,229.98,229.89,566770
2004-09-09,230.20,230.36,230.36,230.20,983383
2004-09-10,231.13,230.55,231.13,230.55,2037540
2004-09-13,231.42,231.68,231.68,231.42,1041910
2004-09-14,231.60,231.45,231.60,231.45,2193516
2004-09-15,231.97,232.03,232.03,231.97,1060400
2004-09-16,231.94,231.95,231.95,231.94,661580
2004-09-17,231.25,231.00,231.25,231.00,79020
2004-09-20,230.85,231.02,231.02,230.85,153060
2004-09-21,231.12,230.76,231.12,230.76,1033310
2004-09-22,230.33,230.37,230.37,230.33,580230
2004-09-23,230.18,230.45,230.45,230.18,1129170
2004-09-24,230.58,229.89,230.58,229.89,3268570
2004-09-27,230.86,231.06,231.06,230.86,73530
2004-09-28,231.91,231.61,231.91,231.61,213450
2004-09-29,232.67,232.40,232.67,232.40,204959
2004-09-30,233.19,233.32,233.32,233.19,735240
2004-10-01,232.57,233.22,233.22,232.57,104790
2004-10-04,232.60,232.52,232.60,232.52,1341454
2004-10-05,233.01,232.45,233.01,232.45,2736983
2004-10-06,233.27,233.07,233.27,233.07,557810
2004-10-07,233.35,233.14,233.35,233.14,345440
2004-10-08,232.54,232.44,232.54,232.44,402670
2004-10-11,230.75,231.12,231.12,230.75,1026003
2004-10-12,230.89,230.28,230.89,230.28,257760
2004-10-13,231.48,231.00,231.48,231.00,228810
2004-10-14,231.81,231.37,231.81,231.37,390300
2004-10-15,232.16,231.61,232.16,231.61,322510
2004-10-18,233.60,233.76,233.76,233.60,240277
2004-10-19,235.69,234.87,235.69,234.87,1843290
2004-10-20,235.97,236.05,236.05,235.97,581440
2004-10-21,234.30,234.76,234.76,234.30,856810
2004-10-22,232.85,233.76,233.76,232.85,111170
2004-10-25,233.55,233.20,233.55,233.20,2117080
2004-10-26,233.56,234.12,234.12,233.56,1488230
2004-10-27,234.28,233.79,234.28,233.79,211780
2004-10-28,232.97,234.57,234.57,232.97,992180
2004-10-29,232.59,231.80,232.59,231.80,1787539
2004-11-01,232.30,232.57,232.57,232.30,487280
2004-11-02,232.67,232.45,232.67,232.45,2191500
2004-11-03,231.68,232.40,232.40,231.68,326740
2004-11-04,231.06,231.30,231.30,231.06,363280
2004-11-05,230.55,230.84,230.84,230.55,2534770
2004-11-08,230.11,229.92,230.11,229.92,499620
2004-11-09,228.96,229.47,229.47,228.96,2703269
2004-11-10,228.75,228.46,228.75,228.46,168280
2004-11-11,228.16,228.85,228.85,228.16,333940
2004-11-12,226.99,227.01,227.01,226.99,1042540
2004-11-15,226.65,226.89,226.89,226.65,2008370
2004-11-16,226.07,226.72,226.72,226.07,4475060
2004-11-17,225.76,226.18,226.18,225.76,589170
2004-11-18,225.65,225.48,225.65,225.48,383230
2004-11-19,224.72,224.14,224.72,224.14,367000
2004-11-22,223.85,224.82,224.82,223.85,1087200
2004-11-23,222.62,223.63,223.63,222.62,323910
2004-11-24,221.89,222.24,222.24,221.89,222840
2004-11-25,221.33,221.32,221.33,221.32,695630
2004-11-26,221.69,221.06,221.69,221.06,979070
2004-11-29,224.47,222.12,224.47,222.12,1740860
2004-11-30,229.56,228.41,229.56,228.41,2002377
2004-12-01,232.08,233.51,233.51,232.08,494810
2004-12-02,227.69,230.67,230.67,227.69,161640
2004-12-03,229.04,228.15,229.04,228.15,470600
2004-12-06,228.93,229.59,229.59,228.93,1067610
2004-12-07,229.81,229.59,229.81,229.59,309180
2004-12-08,229.66,229.55,229.66,229.55,512230
2004-12-09,229.59,230.11,230.11,229.59,2002483
2004-12-10,230.11,230.11,230.11,230.11,510830
2004-12-13,230.71,231.02,231.02,230.71,3000567
2004-12-14,230.72,230.71,230.72,230.71,180550
2004-12-15,232.06,231.53,232.06,231.53,262790
2004-12-16,232.57,232.18,232.57,232.18,461770
2004-12-17,233.93,233.56,233.93,233.56,324610
2004-12-20,234.32,234.12,234.32,234.12,1790550
2004-12-21,233.59,234.01,234.01,233.59,1190530
2004-12-22,235.45,234.41,235.45,234.41,429890
2004-12-23,236.90,237.15,237.15,236.90,394800
2004-12-24,240.24,239.28,240.24,239.28,572490
2004-12-27,239.89,240.49,240.49,239.89,448780
2004-12-28,239.49,240.50,240.50,239.49,4131657
2004-12-29,237.56,237.65,237.65,237.56,245520
2004-12-30,237.51,237.03,237.51,237.03,930480
2004-12-31,239.29,237.59,239.29,237.59,375200
2005-01-04,237.23,238.39,238.39,237.23,1468410
2005-01-05,236.72,236.93,236.93,236.72,2106089
2005-01-06,235.53,236.06,236.06,235.53,408930
2005-01-07,235.38,235.17,235.38,235.17,367840
2005-01-10,233.97,234.57,234.57,233.97,73520
2005-01-11,234.72,235.01,235.01,234.72,300450
2005-01-12,234.83,234.65,234.83,234.65,161040
2005-01-13,234.47,235.34,235.34,234.47,221450
2005-01-14,235.85,234.60,235.85,234.60,1121540
2005-01-17,236.07,236.05,236.07,236.05,2837980
2005-01-18,235.33,236.32,236.32,235.33,1401086
2005-01-19,234.61,234.15,234.61,234.15,221010
2005-01-20,234.59,234.75,234.75,234.59,206100
2005-01-21,236.07,235.75,236.07,235.75,523770
2005-01-24,234.70,235.98,235.98,234.70,1215460
2005-01-25,234.58,234.47,234.58,234.47,1604708
